timestamp,open_basis,close_basis
2024-12-30T00:00:00,0.0409,0.0353
2024-12-31T00:00:00,0.0353,0.029
2025-01-01T00:00:00,0.0291,0.0115
2025-01-02T00:00:00,0.0115,0.0178
2025-01-03T00:00:00,0.0177,0.029
2025-01-04T00:00:00,0.029,0.0482
2025-01-05T00:00:00,0.0482,0.0238
2025-01-06T00:00:00,0.0238,0.054
2025-01-07T00:00:00,0.0539,0.0354
2025-01-08T00:00:00,0.0355,0.049
2025-01-09T00:00:00,0.0491,0.0504
2025-01-10T00:00:00,0.0503,0.0535
2025-01-11T00:00:00,0.0533,0.0396
2025-01-12T00:00:00,0.0398,0.0478
2025-01-13T00:00:00,0.0478,0.0538
2025-01-14T00:00:00,0.0537,0.0476
2025-01-15T00:00:00,0.0476,0.0372
2025-01-16T00:00:00,0.0371,0.0499
2025-01-17T00:00:00,0.0499,0.0336
2025-01-18T00:00:00,0.0335,0.0305
2025-01-19T00:00:00,0.0305,0.0198
2025-01-20T00:00:00,0.0198,0.0121
2025-01-21T00:00:00,0.012,0.0276
2025-01-22T00:00:00,0.0268,0.0403
2025-01-23T00:00:00,0.0403,0.0445
2025-01-24T00:00:00,0.0446,0.0595
2025-01-25T00:00:00,0.0596,0.0428
2025-01-26T00:00:00,0.0428,0.0584
2025-01-27T00:00:00,0.0585,0.0603
2025-01-28T00:00:00,0.0604,0.0552
2025-01-29T00:00:00,0.0551,0.0338
2025-01-30T00:00:00,0.0339,0.044
2025-01-31T00:00:00,0.044,0.0487
2025-02-01T00:00:00,0.0486,0.0319
2025-02-02T00:00:00,0.0319,0.037
2025-02-03T00:00:00,0.037,0.0344
2025-02-04T00:00:00,0.0345,0.0545
2025-02-05T00:00:00,0.0544,0.0613
2025-02-06T00:00:00,0.0614,0.0407
2025-02-07T00:00:00,0.0408,0.0542
2025-02-08T00:00:00,0.0542,0.0341
2025-02-09T00:00:00,0.034,0.0406
2025-02-10T00:00:00,0.0406,0.053
2025-02-11T00:00:00,0.053,0.0489
2025-02-12T00:00:00,0.0489,0.0549
2025-02-13T00:00:00,0.0549,0.0492
2025-02-14T00:00:00,0.0492,0.0568
2025-02-15T00:00:00,0.0567,0.0325
2025-02-16T00:00:00,0.0325,0.0532
2025-02-17T00:00:00,0.0532,0.0384
2025-02-18T00:00:00,0.0386,0.052
2025-02-19T00:00:00,0.052,0.048
2025-02-20T00:00:00,0.0481,0.053
2025-02-21T00:00:00,0.0531,0.0563
2025-02-22T00:00:00,0.0562,0.0494
2025-02-23T00:00:00,0.0494,0.0412
2025-02-24T00:00:00,0.0412,0.0419
2025-02-25T00:00:00,0.0419,0.0466
2025-02-26T00:00:00,0.0467,0.0494
2025-02-27T00:00:00,0.0493,0.0478
2025-02-28T00:00:00,0.0477,0.0597
2025-03-01T00:00:00,0.0597,0.0661
2025-03-02T00:00:00,0.0661,0.0501
2025-03-03T00:00:00,0.0509,0.0324
2025-03-04T00:00:00,0.0323,0.0414
2025-03-05T00:00:00,0.0414,0.0441
2025-03-06T00:00:00,0.0441,0.0491
2025-03-07T00:00:00,0.0489,0.0553
2025-03-08T00:00:00,0.0553,0.0438
2025-03-09T00:00:00,0.0438,0.0565
2025-03-10T00:00:00,0.0543,0.0357
2025-03-11T00:00:00,0.0357,0.0446
2025-03-12T00:00:00,0.0446,0.0471
2025-03-13T00:00:00,0.0472,0.0375
2025-03-14T00:00:00,0.0373,0.0517
2025-03-15T00:00:00,0.0516,0.0422
2025-03-16T00:00:00,0.042,0.0399
2025-03-17T00:00:00,0.0399,0.0561
2025-03-18T00:00:00,0.056,0.0592
2025-03-19T00:00:00,0.0591,0.0416
2025-03-20T00:00:00,0.0415,0.0473
2025-03-21T00:00:00,0.0473,0.0458
2025-03-22T00:00:00,0.0458,0.0426
2025-03-23T00:00:00,0.0426,0.0445
2025-03-24T00:00:00,0.0446,0.0397
2025-03-25T00:00:00,0.0397,0.0264
2025-03-26T00:00:00,0.0263,0.0407
2025-03-27T00:00:00,0.0406,0.0468
2025-03-28T00:00:00,0.0468,0.0516
2025-03-29T00:00:00,0.0516,0.0531
2025-03-30T00:00:00,0.0529,0.0452
2025-03-31T00:00:00,0.0448,0.0394
2025-04-01T00:00:00,0.0394,0.044
2025-04-02T00:00:00,0.0439,0.0378
2025-04-03T00:00:00,0.0378,0.038
2025-04-04T00:00:00,0.0377,0.0341
2025-04-05T00:00:00,0.0339,0.0382
2025-04-06T00:00:00,0.0382,0.051
2025-04-07T00:00:00,0.0509,0.0294
2025-04-08T00:00:00,0.0292,0.0321
2025-04-09T00:00:00,0.032,0.033
2025-04-10T00:00:00,0.0331,0.0592
2025-04-11T00:00:00,0.0591,0.0546
2025-04-12T00:00:00,0.0546,0.0459
2025-04-13T00:00:00,0.0458,0.0553
2025-04-14T00:00:00,0.0552,0.0446
2025-04-15T00:00:00,0.0446,0.0422
2025-04-16T00:00:00,0.0423,0.0481
2025-04-17T00:00:00,0.048,0.0388
2025-04-18T00:00:00,0.0389,0.0636
2025-04-19T00:00:00,0.0636,0.0354
2025-04-20T00:00:00,0.0354,0.0475
2025-04-21T00:00:00,0.0474,0.0574
2025-04-22T00:00:00,0.0573,0.0408
2025-04-23T00:00:00,0.0408,0.063
2025-04-24T00:00:00,0.0629,0.052
2025-04-25T00:00:00,0.0521,0.0496
2025-04-26T00:00:00,0.0495,0.0553
2025-04-27T00:00:00,0.0553,0.0557
2025-04-28T00:00:00,0.0558,0.0444
2025-04-29T00:00:00,0.0444,0.0602
2025-04-30T00:00:00,0.0601,0.0498
2025-05-01T00:00:00,0.0497,0.0691
2025-05-02T00:00:00,0.0692,0.0578
2025-05-03T00:00:00,0.0578,0.0554
2025-05-04T00:00:00,0.0554,0.0503
2025-05-05T00:00:00,0.0503,0.0391
2025-05-06T00:00:00,0.0391,0.0363
2025-05-07T00:00:00,0.0363,0.0434
2025-05-08T00:00:00,0.0434,0.0325
2025-05-09T00:00:00,0.0326,0.0292
2025-05-10T00:00:00,0.0293,0.0198
2025-05-11T00:00:00,0.0198,0.0435
2025-05-12T00:00:00,0.0435,0.0506
2025-05-13T00:00:00,0.0507,0.0209
2025-05-14T00:00:00,0.0209,0.0481
2025-05-15T00:00:00,0.0481,0.0474
2025-05-16T00:00:00,0.0477,0.05
2025-05-17T00:00:00,0.05,0.0456
2025-05-18T00:00:00,0.0457,0.0439
2025-05-19T00:00:00,0.044,0.0399
2025-05-20T00:00:00,0.04,0.0467
2025-05-21T00:00:00,0.0468,0.0315
2025-05-22T00:00:00,0.0314,0.03
2025-05-23T00:00:00,0.0301,0.0436
2025-05-24T00:00:00,0.0435,0.0585
2025-05-25T00:00:00,0.0584,0.0443
2025-05-26T00:00:00,0.0442,0.0439
2025-05-27T00:00:00,0.0439,0.0449
2025-05-28T00:00:00,0.045,0.0545
2025-05-29T00:00:00,0.0545,0.0472
2025-05-30T00:00:00,0.0472,0.0341
2025-05-31T00:00:00,0.0342,0.0451
2025-06-01T00:00:00,0.0452,0.0565
2025-06-02T00:00:00,0.0565,0.0413
2025-06-03T00:00:00,0.0412,0.0444
2025-06-04T00:00:00,0.0444,0.0526
2025-06-05T00:00:00,0.0526,0.0494
2025-06-06T00:00:00,0.0493,0.0465
2025-06-07T00:00:00,0.0464,0.0423
2025-06-08T00:00:00,0.0423,0.0544
2025-06-09T00:00:00,0.0544,0.0319
2025-06-10T00:00:00,0.0318,0.0354
2025-06-11T00:00:00,0.0354,0.0415
2025-06-12T00:00:00,0.0415,0.0589
2025-06-13T00:00:00,0.059,0.0371
2025-06-14T00:00:00,0.037,0.052
2025-06-15T00:00:00,0.052,0.0563
2025-06-16T00:00:00,0.0562,0.0416
2025-06-17T00:00:00,0.0416,0.0413
2025-06-18T00:00:00,0.0413,0.0515
2025-06-19T00:00:00,0.0515,0.0492
2025-06-20T00:00:00,0.0492,0.0503
2025-06-21T00:00:00,0.0502,0.0394
2025-06-22T00:00:00,0.0394,0.0586
2025-06-23T00:00:00,0.0586,0.0409
2025-06-24T00:00:00,0.0408,0.0454
2025-06-25T00:00:00,0.0454,0.0565
2025-06-26T00:00:00,0.0564,0.0312
2025-06-27T00:00:00,0.0311,0.0345
2025-06-28T00:00:00,0.0346,0.052
2025-06-29T00:00:00,0.0521,0.0435
2025-06-30T00:00:00,0.0435,0.0552
2025-07-01T00:00:00,0.0553,0.0409
2025-07-02T00:00:00,0.0409,0.0456
2025-07-03T00:00:00,0.0456,0.0361
2025-07-04T00:00:00,0.0362,0.0452
